label;region_name;Score_Max;hemisphere
993;G;07000-08399;right
994;H;07000-08399;right
995;I;07000-08399;right
996;J;07000-08399;right
997;K;07000-08399;right
998;L;07000-08399;right
999;M;07000-08399;right
1000;A;09800-11199;right
1001;B;09800-11199;right
1002;C;09800-11199;right
1003;D;09800-11199;right
1004;E;09800-11199;right
1005;F;09800-11199;right
1006;G;09800-11199;right
1007;H;09800-11199;right
1008;I;09800-11199;right
1009;J;09800-11199;right
1010;K;09800-11199;right
1011;L;09800-11199;right
1012;M;09800-11199;right
1013;A;08400-09799;right
1014;B;08400-09799;right
1015;C;08400-09799;right
1016;D;08400-09799;right
1017;E;08400-09799;right
1018;F;08400-09799;right
1019;G;08400-09799;right
1020;H;08400-09799;right
1021;I;08400-09799;right
1022;J;08400-09799;right
1023;K;08400-09799;right
1024;L;08400-09799;right
1025;M;08400-09799;right
1026;A;09800-11199;right
1027;B;09800-11199;right
1028;C;09800-11199;right
1029;D;09800-11199;right
1030;E;09800-11199;right
1031;F;09800-11199;right
1032;G;09800-11199;right
1033;H;09800-11199;right
1034;I;09800-11199;right
1035;J;09800-11199;right
1036;K;09800-11199;right
1037;L;09800-11199;right
1038;M;09800-11199;right
1039;A;09800-11199;right
1040;B;09800-11199;right
1041;C;09800-11199;right
1042;D;09800-11199;right
1043;E;09800-11199;right
1044;F;09800-11199;right
1045;G;09800-11199;right
1046;H;09800-11199;right
1047;I;09800-11199;right
1048;J;09800-11199;right
1049;K;09800-11199;right
1050;L;09800-11199;right
1051;M;09800-11199;right
1052;A;07000-08399;right
1053;B;07000-08399;right
1054;C;07000-08399;right
1055;D;07000-08399;right
1056;E;07000-08399;right
1057;F;07000-08399;right
1058;G;07000-08399;right
1059;H;07000-08399;right
1060;I;07000-08399;right
1061;J;07000-08399;right
1062;K;07000-08399;right
1063;L;07000-08399;right
1064;M;07000-08399;right
1065;A;07000-08399;right
1066;B;07000-08399;right
1067;C;07000-08399;right
1068;D;07000-08399;right
1069;E;07000-08399;right
1070;F;07000-08399;right
1071;G;07000-08399;right
1072;H;07000-08399;right
1073;I;07000-08399;right
1074;J;07000-08399;right
1075;K;07000-08399;right
1076;L;07000-08399;right
1077;M;07000-08399;right
1078;A;05600-06999;right
1079;B;05600-06999;right
1080;C;05600-06999;right
1081;D;05600-06999;right
1082;E;05600-06999;right
1083;F;05600-06999;right
1084;G;05600-06999;right
1085;H;05600-06999;right
1086;I;05600-06999;right
1087;J;05600-06999;right
1088;K;05600-06999;right
1089;L;05600-06999;right
1090;M;05600-06999;right
1091;A;04200-05599;right
1092;B;04200-05599;right
1093;C;04200-05599;right
1094;D;04200-05599;right
1095;E;04200-05599;right
1096;F;04200-05599;right
1097;G;04200-05599;right
1098;H;04200-05599;right
1099;I;04200-05599;right
1100;J;04200-05599;right
1101;K;04200-05599;right
1102;L;04200-05599;right
1103;M;04200-05599;right
1104;A;04200-05599;right
1105;B;04200-05599;right
1106;C;04200-05599;right
1107;D;04200-05599;right
1108;E;04200-05599;right
1109;F;04200-05599;right
1110;G;04200-05599;right
1111;H;04200-05599;right
1112;I;04200-05599;right
1113;J;04200-05599;right
1114;K;04200-05599;right
1115;L;04200-05599;right
1116;M;04200-05599;right
1117;A;04200-05599;right
1118;B;04200-05599;right
1119;C;04200-05599;right
1120;D;04200-05599;right
1121;E;04200-05599;right
1122;F;04200-05599;right
1123;G;04200-05599;right
1124;H;04200-05599;right
1125;I;04200-05599;right
1126;J;04200-05599;right
1127;K;04200-05599;right
1128;L;04200-05599;right
1129;M;04200-05599;right
1130;A;02800-04199;right
1131;B;02800-04199;right
1132;C;02800-04199;right
1133;D;02800-04199;right
1134;E;02800-04199;right
1135;F;02800-04199;right
1136;G;02800-04199;right
1137;H;02800-04199;right
1138;I;02800-04199;right
1139;J;02800-04199;right
1140;K;02800-04199;right
1141;L;02800-04199;right
1142;M;02800-04199;right
1143;A;04200-05599;right
1144;B;04200-05599;right
1145;C;04200-05599;right
1146;D;04200-05599;right
1147;E;04200-05599;right
1148;F;04200-05599;right
1149;G;04200-05599;right
1150;H;04200-05599;right
1151;I;04200-05599;right
1152;J;04200-05599;right
1153;K;04200-05599;right
1154;L;04200-05599;right
1155;M;04200-05599;right
1156;A;04200-05599;right
1157;B;04200-05599;right
1158;C;04200-05599;right
1159;D;04200-05599;right
1160;E;04200-05599;right
1161;F;04200-05599;right
1162;G;04200-05599;right
1163;H;04200-05599;right
1164;I;04200-05599;right
1165;J;04200-05599;right
1166;K;04200-05599;right
1167;L;04200-05599;right
1168;M;04200-05599;right
1169;A;04200-05599;right
1170;B;04200-05599;right
1171;C;04200-05599;right
1172;D;04200-05599;right
1173;E;04200-05599;right
1174;F;04200-05599;right
1175;G;04200-05599;right
1176;H;04200-05599;right
1177;I;04200-05599;right
1178;J;04200-05599;right
1179;K;04200-05599;right
1180;L;04200-05599;right
1181;M;04200-05599;right
1182;A;02800-04199;right
1183;B;02800-04199;right
1184;C;02800-04199;right
1185;D;02800-04199;right
1186;E;02800-04199;right
1187;F;02800-04199;right
1188;G;02800-04199;right
1189;H;02800-04199;right
1190;I;02800-04199;right
1191;J;02800-04199;right
1192;K;02800-04199;right
1193;L;02800-04199;right
1194;M;02800-04199;right
1195;A;02800-04199;right
1196;B;02800-04199;right
1197;C;02800-04199;right
1198;D;02800-04199;right
1199;E;02800-04199;right
1200;F;02800-04199;right
1201;G;02800-04199;right
1202;H;02800-04199;right
1203;I;02800-04199;right
1204;J;02800-04199;right
1205;K;02800-04199;right
1206;L;02800-04199;right
1207;M;02800-04199;right
1208;A;02800-04199;right
1209;B;02800-04199;right
1210;C;02800-04199;right
1211;D;02800-04199;right
1212;E;02800-04199;right
1213;F;02800-04199;right
1214;G;02800-04199;right
1215;H;02800-04199;right
1216;I;02800-04199;right
1217;J;02800-04199;right
1218;K;02800-04199;right
1219;L;02800-04199;right
1220;M;02800-04199;right
1221;A;04200-05599;right
1222;B;04200-05599;right
1223;C;04200-05599;right
1224;D;04200-05599;right
1225;E;04200-05599;right
1226;F;04200-05599;right
1227;G;04200-05599;right
1228;H;04200-05599;right
1229;I;04200-05599;right
1230;J;04200-05599;right
1231;K;04200-05599;right
1232;L;04200-05599;right
1233;M;04200-05599;right
1234;A;02800-04199;right
1235;B;02800-04199;right
1236;C;02800-04199;right
1237;D;02800-04199;right
1238;E;02800-04199;right
1239;F;02800-04199;right
1240;G;02800-04199;right
1241;H;02800-04199;right
1242;I;02800-04199;right
1243;J;02800-04199;right
1244;K;02800-04199;right
1245;L;02800-04199;right
1246;M;02800-04199;right
1247;A;02800-04199;right
1248;B;02800-04199;right
1249;C;02800-04199;right
1250;D;02800-04199;right
1251;E;02800-04199;right
1252;F;02800-04199;right
1253;G;02800-04199;right
1254;H;02800-04199;right
1255;I;02800-04199;right
1256;J;02800-04199;right
1257;K;02800-04199;right
1258;L;02800-04199;right
1259;M;02800-04199;right
1260;A;02800-04199;right
1261;B;02800-04199;right
1262;C;02800-04199;right
1263;D;02800-04199;right
1264;E;02800-04199;right
1265;F;02800-04199;right
1266;G;02800-04199;right
1267;H;02800-04199;right
1268;I;02800-04199;right
1269;J;02800-04199;right
1270;K;02800-04199;right
1271;L;02800-04199;right
1272;M;02800-04199;right
1273;A;01400-02799;right
1274;B;01400-02799;right
1275;C;01400-02799;right
1276;D;01400-02799;right
1277;E;01400-02799;right
1278;F;01400-02799;right
1279;G;01400-02799;right
1280;H;01400-02799;right
1281;I;01400-02799;right
1282;J;01400-02799;right
1283;K;01400-02799;right
1284;L;01400-02799;right
1285;M;01400-02799;right
1286;A;02800-04199;right
1287;B;02800-04199;right
1288;C;02800-04199;right
1289;D;02800-04199;right
1290;E;02800-04199;right
1291;F;02800-04199;right
1292;G;02800-04199;right
1293;H;02800-04199;right
1294;I;02800-04199;right
1295;J;02800-04199;right
1296;K;02800-04199;right
1297;L;02800-04199;right
1298;M;02800-04199;right
1299;A;02800-04199;right
1300;B;02800-04199;right
1301;C;02800-04199;right
1302;D;02800-04199;right
1303;E;02800-04199;right
1304;F;02800-04199;right
1305;G;02800-04199;right
1306;H;02800-04199;right
1307;I;02800-04199;right
1308;J;02800-04199;right
1309;K;02800-04199;right
1310;L;02800-04199;right
1311;M;02800-04199;right
1312;A;02800-04199;right
1313;B;02800-04199;right
1314;C;02800-04199;right
1315;D;02800-04199;right
1316;E;02800-04199;right
1317;F;02800-04199;right
1318;G;02800-04199;right
1319;H;02800-04199;right
1320;I;02800-04199;right
1321;J;02800-04199;right
1322;K;02800-04199;right
1323;L;02800-04199;right
1324;M;02800-04199;right
1325;A;01400-02799;right
1326;B;01400-02799;right
1327;C;01400-02799;right
1328;D;01400-02799;right
1329;E;01400-02799;right
1330;F;01400-02799;right
1331;G;01400-02799;right
1332;H;01400-02799;right
1333;I;01400-02799;right
1334;J;01400-02799;right
1335;K;01400-02799;right
1336;L;01400-02799;right
1337;M;01400-02799;right
1338;A;02800-04199;right
1339;B;02800-04199;right
1340;C;02800-04199;right
1341;D;02800-04199;right
1342;E;02800-04199;right
1343;F;02800-04199;right
1344;G;02800-04199;right
1345;H;02800-04199;right
1346;I;02800-04199;right
1347;J;02800-04199;right
1348;K;02800-04199;right
1349;L;02800-04199;right
1350;M;02800-04199;right
1351;A;01400-02799;right
1352;B;01400-02799;right
1353;C;01400-02799;right
1354;D;01400-02799;right
1355;E;01400-02799;right
1356;F;01400-02799;right
1357;G;01400-02799;right
1358;H;01400-02799;right
1359;I;01400-02799;right
1360;J;01400-02799;right
1361;K;01400-02799;right
1362;L;01400-02799;right
1363;M;01400-02799;right
1364;A;01400-02799;right
1365;B;01400-02799;right
1366;C;01400-02799;right
1367;D;01400-02799;right
1368;E;01400-02799;right
1369;F;01400-02799;right
1370;G;01400-02799;right
1371;H;01400-02799;right
1372;I;01400-02799;right
1373;J;01400-02799;right
1374;K;01400-02799;right
1375;L;01400-02799;right
1376;M;01400-02799;right
1377;A;01400-02799;right
1378;B;01400-02799;right
1379;C;01400-02799;right
1380;D;01400-02799;right
1381;E;01400-02799;right
1382;F;01400-02799;right
1383;G;01400-02799;right
1384;H;01400-02799;right
1385;I;01400-02799;right
1386;J;01400-02799;right
1387;K;01400-02799;right
1388;L;01400-02799;right
1389;M;01400-02799;right
1390;A;02800-04199;right
1391;B;02800-04199;right
1392;C;02800-04199;right
1393;D;02800-04199;right
1394;E;02800-04199;right
1395;F;02800-04199;right
1396;G;02800-04199;right
1397;H;02800-04199;right
1398;I;02800-04199;right
1399;J;02800-04199;right
1400;K;02800-04199;right
1401;L;02800-04199;right
1402;M;02800-04199;right
1403;A;01400-02799;right
1404;B;01400-02799;right
1405;C;01400-02799;right
1406;D;01400-02799;right
1407;E;01400-02799;right
1408;F;01400-02799;right
1409;G;01400-02799;right
1410;H;01400-02799;right
1411;I;01400-02799;right
1412;J;01400-02799;right
1413;K;01400-02799;right
1414;L;01400-02799;right
1415;M;01400-02799;right
1416;A;01400-02799;right
1417;B;01400-02799;right
1418;C;01400-02799;right
1419;D;01400-02799;right
1420;E;01400-02799;right
1421;F;01400-02799;right
1422;G;01400-02799;right
1423;H;01400-02799;right
1424;I;01400-02799;right
1425;J;01400-02799;right
1426;K;01400-02799;right
1427;L;01400-02799;right
1428;M;01400-02799;right
1429;A;01400-02799;right
1430;B;01400-02799;right
1431;C;01400-02799;right
1432;D;01400-02799;right
1433;E;01400-02799;right
1434;F;01400-02799;right
1435;G;01400-02799;right
1436;H;01400-02799;right
1437;I;01400-02799;right
1438;J;01400-02799;right
1439;K;01400-02799;right
1440;L;01400-02799;right
1441;M;01400-02799;right
1442;A;04200-05599;right
1443;B;04200-05599;right
1444;C;04200-05599;right
1445;D;04200-05599;right
1446;E;04200-05599;right
1447;F;04200-05599;right
1448;G;04200-05599;right
1449;H;04200-05599;right
1450;I;04200-05599;right
1451;J;04200-05599;right
1452;K;04200-05599;right
1453;L;04200-05599;right
1454;M;04200-05599;right
1455;A;01400-02799;right
1456;B;01400-02799;right
1457;C;01400-02799;right
1458;D;01400-02799;right
1459;E;01400-02799;right
1460;F;01400-02799;right
1461;G;01400-02799;right
1462;H;01400-02799;right
1463;I;01400-02799;right
1464;J;01400-02799;right
1465;K;01400-02799;right
1466;L;01400-02799;right
1467;M;01400-02799;right
1468;A;01400-02799;right
1469;B;01400-02799;right
1470;C;01400-02799;right
1471;D;01400-02799;right
1472;E;01400-02799;right
1473;F;01400-02799;right
1474;G;01400-02799;right
1475;H;01400-02799;right
1476;I;01400-02799;right
1477;J;01400-02799;right
1478;K;01400-02799;right
1479;L;01400-02799;right
1480;M;01400-02799;right
1481;A;02800-04199;right
1482;B;02800-04199;right
1483;C;02800-04199;right
1484;D;02800-04199;right
1485;E;02800-04199;right
1486;F;02800-04199;right
1487;G;02800-04199;right
1488;H;02800-04199;right
1489;I;02800-04199;right
1490;J;02800-04199;right
1491;K;02800-04199;right
1492;L;02800-04199;right
1493;M;02800-04199;right
1494;A;02800-04199;right
1495;B;02800-04199;right
1496;C;02800-04199;right
1497;D;02800-04199;right
1498;E;02800-04199;right
1499;F;02800-04199;right
1500;G;02800-04199;right
1501;H;02800-04199;right
1502;I;02800-04199;right
1503;J;02800-04199;right
1504;K;02800-04199;right
1505;L;02800-04199;right
1506;M;02800-04199;right
1507;A;04200-05599;right
1508;B;04200-05599;right
1509;C;04200-05599;right
1510;D;04200-05599;right
1511;E;04200-05599;right
1512;F;04200-05599;right
1513;G;04200-05599;right
1514;H;04200-05599;right
1515;I;04200-05599;right
1516;J;04200-05599;right
1517;K;04200-05599;right
1518;L;04200-05599;right
1519;M;04200-05599;right
1520;A;02800-04199;right
1521;B;02800-04199;right
1522;C;02800-04199;right
1523;D;02800-04199;right
1524;E;02800-04199;right
1525;F;02800-04199;right
1526;G;02800-04199;right
1527;H;02800-04199;right
1528;I;02800-04199;right
1529;J;02800-04199;right
1530;K;02800-04199;right
1531;L;02800-04199;right
1532;M;02800-04199;right
1533;A;02800-04199;right
1534;B;02800-04199;right
1535;C;02800-04199;right
1536;D;02800-04199;right
1537;E;02800-04199;right
1538;F;02800-04199;right
1539;G;02800-04199;right
1540;H;02800-04199;right
1541;I;02800-04199;right
1542;J;02800-04199;right
1543;K;02800-04199;right
1544;L;02800-04199;right
1545;M;02800-04199;right
1546;A;01400-02799;right
1547;B;01400-02799;right
1548;C;01400-02799;right
1549;D;01400-02799;right
1550;E;01400-02799;right
1551;F;01400-02799;right
1552;G;01400-02799;right
1553;H;01400-02799;right
1554;I;01400-02799;right
1555;J;01400-02799;right
1556;K;01400-02799;right
1557;L;01400-02799;right
1558;M;01400-02799;right
1559;A;02800-04199;right
1560;B;02800-04199;right
1561;C;02800-04199;right
1562;D;02800-04199;right
1563;E;02800-04199;right
1564;F;02800-04199;right
1565;G;02800-04199;right
1566;H;02800-04199;right
1567;I;02800-04199;right
1568;J;02800-04199;right
1569;K;02800-04199;right
1570;L;02800-04199;right
1571;M;02800-04199;right
1572;A;02800-04199;right
1573;B;02800-04199;right
1574;C;02800-04199;right
1575;D;02800-04199;right
1576;E;02800-04199;right
1577;F;02800-04199;right
1578;G;02800-04199;right
1579;H;02800-04199;right
1580;I;02800-04199;right
1581;J;02800-04199;right
1582;K;02800-04199;right
1583;L;02800-04199;right
1584;M;02800-04199;right
1585;A;01400-02799;right
1586;B;01400-02799;right
1587;C;01400-02799;right
1588;D;01400-02799;right
1589;E;01400-02799;right
1590;F;01400-02799;right
1591;G;01400-02799;right
1592;H;01400-02799;right
1593;I;01400-02799;right
1594;J;01400-02799;right
1595;K;01400-02799;right
1596;L;01400-02799;right
1597;M;01400-02799;right
1598;A;02800-04199;right
1599;B;02800-04199;right
1600;C;02800-04199;right
1601;D;02800-04199;right
1602;E;02800-04199;right
1603;F;02800-04199;right
1604;G;02800-04199;right
1605;H;02800-04199;right
1606;I;02800-04199;right
1607;J;02800-04199;right
1608;K;02800-04199;right
1609;L;02800-04199;right
1610;M;02800-04199;right
1611;A;01400-02799;right
1612;B;01400-02799;right
1613;C;01400-02799;right
1614;D;01400-02799;right
1615;E;01400-02799;right
1616;F;01400-02799;right
1617;G;01400-02799;right
1618;H;01400-02799;right
1619;I;01400-02799;right
1620;J;01400-02799;right
1621;K;01400-02799;right
1622;L;01400-02799;right
1623;M;01400-02799;right
1624;A;02800-04199;right
1625;B;02800-04199;right
1626;C;02800-04199;right
1627;D;02800-04199;right
1628;E;02800-04199;right
1629;F;02800-04199;right
1630;G;02800-04199;right
1631;H;02800-04199;right
1632;I;02800-04199;right
1633;J;02800-04199;right
1634;K;02800-04199;right
1635;L;02800-04199;right
1636;M;02800-04199;right
1637;A;0-01400;right
1638;B;0-01400;right
1639;C;0-01400;right
1640;D;0-01400;right
1641;E;0-01400;right
1642;F;0-01400;right
1643;G;0-01400;right
1644;H;0-01400;right
1645;I;0-01400;right
1646;J;0-01400;right
1647;K;0-01400;right
1648;L;0-01400;right
1649;M;0-01400;right
1650;A;0-01400;right
1651;B;0-01400;right
1652;C;0-01400;right
1653;D;0-01400;right
1654;E;0-01400;right
1655;F;0-01400;right
1656;G;0-01400;right
1657;H;0-01400;right
1658;I;0-01400;right
1659;J;0-01400;right
1660;K;0-01400;right
1661;L;0-01400;right
1662;M;0-01400;right
1663;A;02800-04199;right
1664;B;02800-04199;right
1665;C;02800-04199;right
1666;D;02800-04199;right
1667;E;02800-04199;right
1668;F;02800-04199;right
1669;G;02800-04199;right
1670;H;02800-04199;right
1671;I;02800-04199;right
1672;J;02800-04199;right
1673;K;02800-04199;right
1674;L;02800-04199;right
1675;M;02800-04199;right
1676;A;0-01400;right
1677;B;0-01400;right
1678;C;0-01400;right
1679;D;0-01400;right
1680;E;0-01400;right
1681;F;0-01400;right
1682;G;0-01400;right
1683;H;0-01400;right
1684;I;0-01400;right
1685;J;0-01400;right
1686;K;0-01400;right
1687;L;0-01400;right
1688;M;0-01400;right
1689;A;02800-04199;right
1690;B;02800-04199;right
1691;C;02800-04199;right
1692;D;02800-04199;right
1693;E;02800-04199;right
1694;F;02800-04199;right
1695;G;02800-04199;right
1696;H;02800-04199;right
1697;I;02800-04199;right
1698;J;02800-04199;right
1699;K;02800-04199;right
1700;L;02800-04199;right
1701;M;02800-04199;right
1702;A;01400-02799;right
1703;B;01400-02799;right
1704;C;01400-02799;right
1705;D;01400-02799;right
1706;E;01400-02799;right
1707;F;01400-02799;right
1708;G;01400-02799;right
1709;H;01400-02799;right
1710;I;01400-02799;right
1711;J;01400-02799;right
1712;K;01400-02799;right
1713;L;01400-02799;right
1714;M;01400-02799;right
1715;A;01400-02799;right
1716;B;01400-02799;right
1717;C;01400-02799;right
1718;D;01400-02799;right
1719;E;01400-02799;right
1720;F;01400-02799;right
1721;G;01400-02799;right
1722;H;01400-02799;right
1723;I;01400-02799;right
1724;J;01400-02799;right
1725;K;01400-02799;right
1726;L;01400-02799;right
1727;M;01400-02799;right
1728;A;02800-04199;right
1729;B;02800-04199;right
1730;C;02800-04199;right
1731;D;02800-04199;right
1732;E;02800-04199;right
1733;F;02800-04199;right
1734;G;02800-04199;right
1735;H;02800-04199;right
1736;I;02800-04199;right
1737;J;02800-04199;right
1738;K;02800-04199;right
1739;L;02800-04199;right
1740;M;02800-04199;right
1741;A;0-01400;right
1742;B;0-01400;right
1743;C;0-01400;right
1744;D;0-01400;right
1745;E;0-01400;right
1746;F;0-01400;right
1747;G;0-01400;right
1748;H;0-01400;right
1749;I;0-01400;right
1750;J;0-01400;right
1751;K;0-01400;right
1752;L;0-01400;right
1753;M;0-01400;right
1754;A;01400-02799;right
1755;B;01400-02799;right
1756;C;01400-02799;right
1757;D;01400-02799;right
1758;E;01400-02799;right
1759;F;01400-02799;right
1760;G;01400-02799;right
1761;H;01400-02799;right
1762;I;01400-02799;right
1763;J;01400-02799;right
1764;K;01400-02799;right
1765;L;01400-02799;right
1766;M;01400-02799;right
1767;A;01400-02799;right
1768;B;01400-02799;right
1769;C;01400-02799;right
1770;D;01400-02799;right
1771;E;01400-02799;right
1772;F;01400-02799;right
1773;G;01400-02799;right
1774;H;01400-02799;right
1775;I;01400-02799;right
1776;J;01400-02799;right
1777;K;01400-02799;right
1778;L;01400-02799;right
1779;M;01400-02799;right
1780;A;01400-02799;right
1781;B;01400-02799;right
1782;C;01400-02799;right
1783;D;01400-02799;right
1784;E;01400-02799;right
1785;F;01400-02799;right
1786;G;01400-02799;right
1787;H;01400-02799;right
1788;I;01400-02799;right
1789;J;01400-02799;right
1790;K;01400-02799;right
1791;L;01400-02799;right
1792;M;01400-02799;right
1793;A;0-01400;right
1794;B;0-01400;right
1795;C;0-01400;right
1796;D;0-01400;right
1797;E;0-01400;right
1798;F;0-01400;right
1799;G;0-01400;right
1800;H;0-01400;right
1801;I;0-01400;right
1802;J;0-01400;right
1803;K;0-01400;right
1804;L;0-01400;right
1805;M;0-01400;right
1806;A;01400-02799;right
1807;B;01400-02799;right
1808;C;01400-02799;right
1809;D;01400-02799;right
1810;E;01400-02799;right
1811;F;01400-02799;right
1812;G;01400-02799;right
1813;H;01400-02799;right
1814;I;01400-02799;right
1815;J;01400-02799;right
1816;K;01400-02799;right
1817;L;01400-02799;right
1818;M;01400-02799;right
1819;A;01400-02799;right
1820;B;01400-02799;right
1821;C;01400-02799;right
1822;D;01400-02799;right
1823;E;01400-02799;right
1824;F;01400-02799;right
1825;G;01400-02799;right
1826;H;01400-02799;right
1827;I;01400-02799;right
1828;J;01400-02799;right
1829;K;01400-02799;right
1830;L;01400-02799;right
1831;M;01400-02799;right
1832;A;01400-02799;right
1833;B;01400-02799;right
1834;C;01400-02799;right
1835;D;01400-02799;right
1836;E;01400-02799;right
1837;F;01400-02799;right
1838;G;01400-02799;right
1839;H;01400-02799;right
1840;I;01400-02799;right
1841;J;01400-02799;right
1842;K;01400-02799;right
1843;L;01400-02799;right
1844;M;01400-02799;right
1845;A;01400-02799;right
1846;B;01400-02799;right
1847;C;01400-02799;right
1848;D;01400-02799;right
1849;E;01400-02799;right
1850;F;01400-02799;right
1851;G;01400-02799;right
1852;H;01400-02799;right
1853;I;01400-02799;right
1854;J;01400-02799;right
1855;K;01400-02799;right
1856;L;01400-02799;right
1857;M;01400-02799;right
1858;A;01400-02799;right
1859;B;01400-02799;right
1860;C;01400-02799;right
1861;D;01400-02799;right
1862;E;01400-02799;right
1863;F;01400-02799;right
1864;G;01400-02799;right
1865;H;01400-02799;right
1866;I;01400-02799;right
1867;J;01400-02799;right
1868;K;01400-02799;right
1869;L;01400-02799;right
1870;M;01400-02799;right
1871;A;01400-02799;right
1872;B;01400-02799;right
1873;C;01400-02799;right
1874;D;01400-02799;right
1875;E;01400-02799;right
1876;F;01400-02799;right
1877;G;01400-02799;right
1878;H;01400-02799;right
1879;I;01400-02799;right
1880;J;01400-02799;right
1881;K;01400-02799;right
1882;L;01400-02799;right
1883;M;01400-02799;right
1884;A;01400-02799;right
1885;B;01400-02799;right
1886;C;01400-02799;right
1887;D;01400-02799;right
1888;E;01400-02799;right
1889;F;01400-02799;right
1890;G;01400-02799;right
1891;H;01400-02799;right
1892;I;01400-02799;right
1893;J;01400-02799;right
1894;K;01400-02799;right
1895;L;01400-02799;right
1896;M;01400-02799;right
1897;A;04200-05599;right
1898;B;04200-05599;right
1899;C;04200-05599;right
1900;D;04200-05599;right
1901;E;04200-05599;right
1902;F;04200-05599;right
1903;G;04200-05599;right
1904;H;04200-05599;right
1905;I;04200-05599;right
1906;J;04200-05599;right
1907;K;04200-05599;right
1908;L;04200-05599;right
1909;M;04200-05599;right
1910;A;0-01400;right
1911;B;0-01400;right
1912;C;0-01400;right
1913;D;0-01400;right
1914;E;0-01400;right
1915;F;0-01400;right
1916;G;0-01400;right
1917;H;0-01400;right
1918;I;0-01400;right
1919;J;0-01400;right
1920;K;0-01400;right
1921;L;0-01400;right
1922;M;0-01400;right
1923;A;0-01400;right
1924;B;0-01400;right
1925;C;0-01400;right
1926;D;0-01400;right
1927;E;0-01400;right
1928;F;0-01400;right
1929;G;0-01400;right
1930;H;0-01400;right
1931;I;0-01400;right
1932;J;0-01400;right
1933;K;0-01400;right
1934;L;0-01400;right
1935;M;0-01400;right
1936;A;0-01400;right
1937;B;0-01400;right
1938;C;0-01400;right
1939;D;0-01400;right
1940;E;0-01400;right
1941;F;0-01400;right
1942;G;0-01400;right
1943;H;0-01400;right
1944;I;0-01400;right
1945;J;0-01400;right
1946;K;0-01400;right
1947;L;0-01400;right
1948;M;0-01400;right
1949;A;0-01400;right
1950;B;0-01400;right
1951;C;0-01400;right
1952;D;0-01400;right
1953;E;0-01400;right
1954;F;0-01400;right
1955;G;0-01400;right
1956;H;0-01400;right
1957;I;0-01400;right
1958;J;0-01400;right
1959;K;0-01400;right
1960;L;0-01400;right
1961;M;0-01400;right
1962;A;0-01400;right
1963;B;0-01400;right
1964;C;0-01400;right
1965;D;0-01400;right
1966;E;0-01400;right
1967;F;0-01400;right
1968;G;0-01400;right
1969;H;0-01400;right
1970;I;0-01400;right
1971;J;0-01400;right
1972;K;0-01400;right
1973;L;0-01400;right
1974;M;0-01400;right
